"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"19/09/2022","34,200.0","35,450.0","35,450.0","34,100.0","1.28M","-3.66%"
"16/09/2022","35,500.0","36,000.0","36,200.0","35,500.0","974.90K","-0.70%"
"15/09/2022","35,750.0","36,500.0","36,800.0","35,650.0","1.95M","-2.05%"
"14/09/2022","36,500.0","36,000.0","36,500.0","35,950.0","933.10K","-0.82%"
"13/09/2022","36,800.0","36,900.0","37,250.0","36,650.0","840.20K","-0.27%"
"12/09/2022","36,900.0","37,000.0","37,500.0","36,800.0","937.80K","-0.27%"
"09/09/2022","37,000.0","36,700.0","37,100.0","36,150.0","1.11M","0.82%"
"08/09/2022","36,700.0","37,900.0","38,350.0","36,600.0","2.19M","-2.91%"
"07/09/2022","37,800.0","39,900.0","39,900.0","37,800.0","3.01M","-5.62%"
"06/09/2022","40,050.0","39,500.0","40,550.0","39,450.0","1.78M","1.39%"
"05/09/2022","39,500.0","40,000.0","40,050.0","39,250.0","803.80K","-1.25%"
"31/08/2022","40,000.0","39,800.0","40,200.0","39,600.0","1.62M","0.50%"
"30/08/2022","39,800.0","39,050.0","40,450.0","39,000.0","2.33M","2.05%"
"29/08/2022","39,000.0","38,600.0","39,300.0","38,150.0","1.35M","-1.02%"
"26/08/2022","39,400.0","39,300.0","40,150.0","39,300.0","2.01M","0.25%"
"25/08/2022","39,300.0","39,000.0","39,500.0","38,950.0","1.27M","0.00%"
"24/08/2022","39,300.0","39,700.0","39,800.0","38,950.0","969.80K","-0.51%"
"23/08/2022","39,500.0","38,350.0","39,500.0","38,200.0","1.73M","2.73%"
"22/08/2022","38,450.0","39,350.0","39,350.0","38,350.0","1.76M","-2.29%"
"19/08/2022","39,350.0","39,550.0","40,000.0","39,200.0","1.45M","-0.63%"
"18/08/2022","39,600.0","39,700.0","40,100.0","39,600.0","1.48M","-1.00%"
"17/08/2022","40,000.0","40,500.0","40,600.0","40,000.0","1.39M","-1.23%"
"16/08/2022","40,500.0","40,950.0","41,100.0","40,500.0","981.40K","-1.22%"
"15/08/2022","41,000.0","39,300.0","41,150.0","39,300.0","3.77M","4.59%"
"12/08/2022","39,200.0","38,300.0","39,200.0","38,150.0","1.64M","2.35%"
"11/08/2022","38,300.0","39,000.0","39,300.0","38,200.0","1.74M","-0.26%"
"10/08/2022","38,400.0","38,500.0","38,800.0","38,400.0","987.00K","-0.65%"
"09/08/2022","38,650.0","38,800.0","39,200.0","38,600.0","1.57M","-0.39%"
"08/08/2022","38,800.0","39,000.0","39,250.0","38,700.0","987.90K","-0.51%"
"05/08/2022","39,000.0","39,200.0","39,200.0","38,500.0","1.03M","-0.76%"
"04/08/2022","39,300.0","39,300.0","39,650.0","38,500.0","2.42M","0.00%"
"03/08/2022","39,300.0","37,950.0","39,300.0","37,900.0","2.15M","2.08%"
"02/08/2022","38,500.0","38,600.0","39,000.0","38,200.0","1.95M","-1.28%"
"01/08/2022","39,000.0","37,400.0","39,000.0","37,300.0","3.37M","4.56%"
"29/07/2022","37,300.0","36,700.0","37,900.0","36,650.0","4.17M","2.19%"
"28/07/2022","36,500.0","36,000.0","36,850.0","35,700.0","2.05M","2.67%"
"27/07/2022","35,550.0","35,550.0","35,650.0","35,000.0","725.20K","0.00%"
"26/07/2022","35,550.0","35,800.0","36,000.0","35,500.0","885.80K","0.42%"
"25/07/2022","35,400.0","35,500.0","35,900.0","34,800.0","1.20M","-0.28%"
"22/07/2022","35,500.0","36,900.0","36,900.0","35,500.0","1.25M","-2.74%"
